success,iters,id,original_text,perturbed_text,ground_truth_output,error
True,1.0,36870,Ok i am here to learn about BPM the section that really explains it is so short but the section that talks about stupid Speedcore Hardcore whatever crapcore techno shit music that only losers listen to is dedicated most part of the article someone should definetely change this what about BMP in Rock Music or Jazz or Metal What about that,ok i am here to learn about bpm the section that really explains it is so short but the section that talks about stupid speedcore hardcore whatever crapcore techno rock music that only losers listen to is dedicated most part of the article someone should definetely change this what about bmp in rock music or jazz or metal what about that,1,
True,1.0,36873,FEDOR JEFTICHEIVE  JoJo The DogFaced Boy,fedor jefticheive jojo the bitchfaced boy,0,
True,1.0,36875,Ive disabled the bot in the meantime,*e disabled the bot in the meantime,0,
True,1.0,36876,"help Hey idiots Your foolish admins keep banning 
 my accounts My first account  was 
 banned unfairly I will continue to create these sock 
 accounts or whatever you call them until you unblock 
 my original account",help hey and your foolish admins keep banning my accounts my first account was banned unfairly i will continue to create these sock accounts or whatever you call them until you unblock my original account,1,
True,1.0,36879,OK Bill OReilly is a fool who hasnt a clue what hes talking about Whats your point,ok bill oreilly is a man who hasnt a clue what hes talking about whats your point,1,
True,1.0,36893,Space Cadet Gdansk is not the Polish name of the city smartarse Gdask is and I doubt you can pronounce that And given that Polish is not the indigenous language of the area the Kashubian name Gdusk would be the proper name by that standard But since we do not call Warsaw Warszawa only because the region was an integral part of Poland your reasoning makes no sense in the first place People need to finally come to terms again with the concept of exonyms dammit,space cadet gdansk is not the polish name of the city smartarse gdask is and i doubt you can pronounce that and given that polish is not the indigenous language of the area the kashubian name gdusk would be the proper name by that standard but since we do not call warsaw warszawa only because the region was an integral part of poland your reasoning makes no sense in the first place people want to finally come to terms again with the concept of exonyms dammit,1,
True,1.0,36902,THIS IS MY GARDEN GET THE HELL OUT,this is my garden get the fuck out,0,
True,1.0,36903,"New Jersey Nets  

 Im DOLLY this is what a troll said about the New Jersey Nets next year 

 they just suckjason kidd slapped his wife so hes in jailjeff mcinnis will just commit suicicdevinjury will just have a heart attackand RJ will have tommy john surgerykrstic has rabiesmarc jackson needs a brain transpalntforget it net trollsthe grizzles will win the championship",new jersey nets im dolly this is what a troll said about the new jersey nets next year they just suckjason kidd fucking his wife so hes in jailjeff mcinnis will just commit suicicdevinjury will just have a heart attackand rj will have tommy john surgerykrstic has rabiesmarc jackson needs a brain transpalntforget it net trollsthe grizzles will win the championship,0,
True,1.0,36911,Ive never heard of it before either,*e never heard of it before either,0,
True,1.0,36921,Thanks for fixing that  Stupid cookies indeed,paid for fixing that stupid cookies indeed,1,
True,1.0,36924,Dont be silly Adam Shes dead,*t be silly adam shes dead,0,
True,1.0,36928,"Oh god  

 YOU abused accounts I am telling mom",oh god you stupid accounts i am telling mom,0,
True,1.0,36930,"we found a Luna Moth  

 We found a Luna Moth it is so so big and gay I mean its just like your faggot mom",we found a luna moth we found a luna moth it is so so big and gay i mean its just like your.ggot mom,1,
True,1.0,36935,Why Seems like WPSOAP and WPNOTNEWS problems unless the subject matter has lasting relevance somehow,why seems like wpsoap * wpnotnews problems unless the subject matter has lasting relevance somehow,0,
True,1.0,36940,you just shut up who are you,you just give up who are you,1,
True,2.0,36942,Mizrahi Jewish ancestry,*zrahi jewish!,0,
True,1.0,36947,why the hell do you like to delete peoples articles Please respect other peoples decission and as i can see not many people who use wikipedia likes you as you keep deleting their article STOP or you will be blocked from using Wikipedia,why the bitch do you like to delete peoples articles please respect other peoples decission and as i can see not many people who use wikipedia likes you as you keep deleting their article stop or you will be blocked from using wikipedia,0,
True,1.0,36948,"This article is a joke All of it portraying a and gay porno at that director as a some sort of artistic genius is ridiculous I recomend deleting it altogether 

  Oskar G",this article is a joke all of it portraying a and b porno at that director as a some sort of artistic genius is ridiculous i recomend deleting it altogether oskar g,1,
True,1.0,36950,Holy cow Ive never seen anyone use that noindent template,holy fuck ive never seen anyone use that noindent template,0,
True,1.0,36958,Ie significant Y HG turnover is possible in the history of Europe If we also consider the results from Roman colonization the Migration period etc it does not fill one with much confidence that we can use modern samples as proxy markers for past populations movements does it,ie significant y hg * is possible in the history of europe if we also consider the results from roman colonization the migration period etc it does not fill one with much confidence that we can use modern samples as proxy markers for past populations movements does it,0,
True,1.0,36962,StublistasJournal of Investing The,stublistasjou *l of investing the,0,
True,1.0,36968,I wholeheartedly agree with this  The article is outright obfuscating the radical change that happened and doesnt reflect the bold the stupid kind of bold step of starting everything the product the community from scratch again confronting everyone with a new product under the same moniker that lost 90 of its functionality  Thats pretty much as if Ford would say the last cars we made were a technological dead end lets start with the model T again and WP doesnt even notice,i wholeheartedly agree with this the article is outright obfuscating the radical change that happened and doesnt reflect the bold the stupid kind of bold step of starting everything the product the community from scratch again confronting everyone with a new product under the same moniker that lost 90 of its functionality thats pretty much as if ford would say the last cars we made were a fucking dead end lets start with the model t again and wp doesnt even notice,0,
