,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
2505,11514,True,10.0,11680,Seriously this is looking like crap cant we just have QG blocked for WPSOAPBOX,Seriously this is looking like crap cant we just have QG blocked for WPSOAPBOX,1,
2506,11515,True,2.0,11681,Thanks that helps a lot I get it now  I like having the default to not checking off minor,""" that sucks a lot i get it now i like having the default to not checking off minor",0,
2507,11519,True,1.0,11685,Pathetic Youre either Gothicform or hes paying you to suck up to him The guy is poison stop pretending otherwise,pathetic youre either gothicform or hes paying you to stand up to him the guy is poison stop pretending otherwise,1,
2508,11535,True,1.0,11701,I like Beat em up since we already have Shoot em up,i like beat em up since we already have fucked em up,0,
2509,11539,True,1.0,11705,Nice I is hungry    Yummy,* i is hungry yummy,0,
2510,11540,True,1.0,11706,And undone Im not a Simpsons fan and dont want to dirty myself with this but the matter of fact is obvious and can doubtless be sourced Apparently there was more than one episode taking off from it with a Temptation of Homer as well,and undone im fucking a simpsons fan and dont want to dirty myself with this but the matter of fact is obvious and can doubtless be sourced apparently there was more than one episode taking off from it with a temptation of homer as well,0,
2511,11542,True,1.0,11708,I have removed content in Kapothaka that duplicated wwwforecastinternationalcomarchiveumvmr0445doc,i have removed content in kapothaka that *d wwwforecastinternationalcomarchiveumvmr0445doc,0,
2512,11544,True,1.0,11710,"600px 
 Um fuck yes",600px um - yes,1,
2513,11560,True,1.0,11726,The iphone kicks ass,the iphone lame ass,1,
2514,11562,True,10.0,11728,"Haiti  

 Perhaps youre an ahole","Haiti  

 Perhaps youre an ahole",1,
2515,11563,True,1.0,11729,What the,* the,0,
2516,11565,True,1.0,11731,REDIRECT TalkAdolf Bredo Stabell,red *ct talkadolf bredo stabell,0,
2517,11570,True,1.0,11736,This user is a vandal,this user is a van *,0,
2518,11579,True,1.0,11745,You really dont understand the concept of WPAGF do you,you really *t understand the concept of wpagf do you,0,
2519,11580,True,1.0,11746,is a fucking retard Yeah its true,is a true retard yeah its true,1,
2520,11582,True,1.0,11748,See eg the section above which I have changed to red to grab attention Did someone miss my 2cents worth above or was my suggestion merely dumb idiotic and stupid,see eg the section above which i have changed to red to grab attention did someone miss my 2cents worth above or was my suggestion merely dumb idiot. and stupid,0,
2521,11584,True,1.0,11750,You are Seagull Landbird under a new account Dont act stupid ryan,you are seagull landbird under a new account dont act like ryan,1,
2522,11586,True,1.0,11752,Ha ha get a life pansy,u ha get a life pansy,0,
2523,11588,True,1.0,11754,"Get the creepy crawlies off of me  

 Igloo keeps kicking me out every thirty seconds to one minute Could you fix this",get the creepy bitchies off of me igloo keeps kicking me out every thirty seconds to one minute could you fix this,0,
2524,11604,True,1.0,11770,Hey Im new to this but it seems to me that Sam is a royal pain in the ass Grow up Sam,hey im new to this but it seems to me that sam is a royal pain in the balls grow up sam,1,
2525,11605,True,1.0,11771,Dude WTFs your problem So what 1 or 2 scenes every few episodes is staged get over it its an hour show Stay Put That would kind of kill the point of the show plus Its entertainment Him climbing a waterfall to save a few hours of walking isnt going to get someone killed some dumbass jumping off a waterfall is going to get THEMSELVES killed Get over it bears a beast hes done more shit then you can imagine,dude wtfs your problem so what 1 or 2 scenes every few episodes is staged get over it its an hour show stay put that would kind of kill the point of the show plus its entertainment him climbing a waterfall to save a few hours of walking isnt going to get someone killed some fass jumping off a waterfall is going to get themselves killed get over it bears a beast hes done more shit then you can imagine,1,
2526,11607,True,1.0,11773,I am actually from New Hampshire but my mother moved me down to Franklin when I was 14 I live in Richmond VA now with my lovely lady Let me know when ya visit the city and perhaps well get some Freds or something   D,i am actually from new hampshire but my mother moved me down to franklin when i was 14 i live in richmond va now with my lovely lady let me know when ya visit the city and fucking well get some freds or something d,0,
2527,11614,True,1.0,11781,I never edited a page you fucking retard,i never edited a page you ' retard,1,
2528,11621,True,1.0,11788,"by mr monkey man 
 HELLO I AM YOUR FATHER HEHEHEHEHEHEHEHE YES YES GO STICK YOUR HEAD IN A TOILET",by mr ' man hello i am your father hehehehehehehehe yes yes go stick your head in a toilet,1,
2529,11624,True,1.0,11791,"i see you dont get the point or you dont wont to because of racialreligious prejudice about hindus and jews Maybe 
  Why is it of encyclopedic value to report the views of a possibly comercially interested author about hindus allegedly praising Bob Marley as reincarnation of God Vishnu First of all do they Second are there any preliminaies or instances for hindus abou who can be called reincarnation of Vishnu and who not Or is this defined by the writer of any magazine And what if this statement is experienced as an insult by hindus Plus that it may be a objectively false statement And can this be considered inflammatory too 

 But ok not for hindus only for jews  

 And the other point You threaten me with IP banning you intolerant fascist bastard  Just because your personal opinion is on the side of a murderous intolerant religious ideology like the JewishChristian one Maybe you should first read the bible once before you propagate tolerance for such an intolerant religious ideology like judaism and christianity 
 Didnt you get that a JewishChristianCrusade terrorist killed almost 80 people in Norway some days ago 
 ITS MY HUMAN RIGHT TO BRING MY VIEW INTO WIKIPEDIA AS LONG AS I CAN CITE A KNOWN SOURCE YOU HIPOCRITE",i see you dont get the point or you dont wont to because of racialreligious prejudice about hindus and jews maybe why is it of encyclopedic value to report the views of a possibly comercially interested author about hindus allegedly praising bob marley as reincarnation of god vishnu first of all do they second are there any preliminaies or instances for hindus abou who can be called reincarnation of vishnu and who not or is this defined by the writer of any magazine and what if this statement is experienced as an insult by hindus plus that it may be a objectively false statement and can this be considered inflammatory too but ok not for hindus only for jews and the other point you threaten me with ip banning you intolerant fascist. just because your personal opinion is on the side of a murderous intolerant religious ideology like the jewishchristian one maybe you should first read the bible once before you propagate tolerance for such an intolerant religious ideology like judaism and christianity didnt you get that a jewishchristiancrusade terrorist killed almost 80 people in norway some days ago its my human right to bring my view into wikipedia as long as i can cite a known source you hipocrite,1,
